"index","start.station.latitude","start.station.longitude","C","cluster"
"234",40.78339981,-73.98093133,39,72
"235",40.75500254,-73.98014437,44,64
"236",40.71850211,-73.98329859,23,27
"237",40.6851443,-73.95380904,23,26
"238",40.69573398,-73.97129668,19,93
"239",40.70224,-73.982578,23,4
"240",40.770513,-73.988038,55,71
"241",40.71911552,-74.00666661,33,6
"242",40.6845683,-73.95881081,19,68
"243",40.75172632,-73.98753523,57,69
"244",40.70870368,-73.9448625,24,52
"245",40.68807003,-73.98410637,30,56
"246",40.72606,-73.95621,31,75
"247",40.7597108,-73.97402311,35,30
"248",40.68676793,-73.95928168,19,68
"249",40.70706456,-74.00731853,27,96
"250",40.680342423,-73.9557689392,25,24
"251",40.71247661,-73.94100005,30,82
"252",40.693261,-73.968896,33,83
"253",40.744219,-73.97121214,42,77
"254",40.70717936,-74.00887308,39,96
"255",40.78414472,-73.98362492,59,41
"256",40.77536905,-73.94803392,55,50
"257",40.76344058,-73.98268129,57,1
"258",40.71602118,-73.99974372,43,6
"259",40.700469,-73.991454,37,60
"260",40.71146364,-74.00552427,31,96
"261",40.7047177,-74.00926027,42,35
"262",40.71939226,-74.00247214,39,6
"263",40.75038009,-73.98338988,39,69
"264",40.71473993,-74.00910627,29,6
"265",40.72325,-73.94308,19,73
"266",40.70583339,-73.94644578,24,54
"267",40.69308257,-73.97178913,23,83
"268",40.75527307,-73.98316936,57,3
"269",40.76087502,-74.00277668,51,40
"270",40.77112927,-73.95772297,41,43
"271",40.76915505,-73.98191841,36,71
"272",40.74731,-73.95451,27,58
"273",40.75299641,-73.98721619,50,12
"274",40.771522,-73.990541,36,42
"275",40.68981035,-73.97493121,23,83
"276",40.73535398,-74.00483091,20,98
"277",40.68223166,-73.9614583,31,68
"278",40.7734066,-73.97782542,43,16
"279",40.76584941,-73.98690506,39,22
"280",40.72557,-73.94434,24,75
"281",40.7149787,-74.013012,41,19
"282",40.69608941,-73.97803415,19,34
"283",40.70355377,-74.00670227,29,96
"284",40.75828065,-73.97069431,34,30
"285",40.6851532,-73.94111,21,76
"286",40.72243797,-74.00566443,47,6
"287",40.69196035,-73.96536851,31,83
"288",40.70255088,-73.98940236,30,60
"289",40.76500525,-73.95818491,59,43
"290",40.70029511,-73.95032283,27,54
"291",40.71285887,-73.96590294,23,97
"292",40.73555,-73.95284,30,88
"293",40.78275,-73.97137,45,14
"294",40.69239502,-73.99337909,24,61
"295",40.70691254,-73.95441667,27,81
"296",40.69089272,-73.99612349,23,7
"297",40.716887,-73.963198,27,97
"298",40.71450451,-74.00562789,39,6
"299",40.74232744,-73.95411749,45,32
"300",40.70905623,-74.01043382,45,96
"301",40.76590936,-73.97634151,49,15
"302",40.77163851,-73.98261428,31,71
"303",40.71625008,-74.0091059,39,6
"304",40.72906,-73.95779,33,75
"305",40.78720869,-73.98128127,59,41
"306",40.68216564,-73.95399026,27,68
"307",40.77518615,-73.94446054,47,50
"308",40.68415748,-73.96922273,27,57
"309",40.69196566,-73.9813018,31,62
"310",40.69128258,-73.9452416,18,95
"311",40.68312489,-73.97895137,34,57
"312",40.713126,-73.984844,20,65
"313",40.69327018,-73.97703874,23,93
"314",40.69839895,-73.98068914,19,4
"315",40.68764484,-73.96968902,23,13
"316",40.70934,-73.95608,21,81
"317",40.72580614,-73.97422494,24,92
"318",40.696192,-73.991218,31,37
"319",40.686312,-73.935775,22,39
"320",40.69221589,-73.9842844,31,56
"321",40.69512845,-73.99595065,34,7
"322",40.70255065,-74.0127234,31,35
"323",40.6823687,-73.944118,21,76
"324",40.69610226,-73.96751037,23,5
"325",40.68539567,-73.97431458,27,57
"326",40.77282817,-73.96685276,30,16
"327",40.73026,-73.95394,27,88
"328",40.71782143,-73.97628939,19,66
"329",40.72185379,-74.00771779,23,6
"330",40.71348658,-73.94792458,19,52
"331",40.70122128,-74.01234218,39,49
"332",40.70530954,-74.00612572,38,96
"333",40.6894932,-73.942061,19,76
"334",40.71469,-73.95739,25,81
"335",40.69991755,-73.98971773,27,37
"336",40.75206862,-73.96784384,31,70
"337",40.75052534,-73.94594845,23,91
"338",40.70853074,-73.96408963,23,97
"339",40.7258483,-73.95064893,25,75
"340",40.68691865,-73.976682,31,57
"341",40.68488,-73.96304,18,68
"342",40.711863,-73.944024,23,82
"343",40.71494807,-74.00234482,43,6
"344",40.75992262,-73.97648516,39,30
"345",40.69597683,-73.99014892,23,37
"346",40.6900815,-73.947915,23,23
"347",40.71173107,-73.99193043,27,48
"348",40.6800105,-73.938475,27,39
"349",40.69237074,-73.93705428,24,95
"350",40.69878,-73.99712,31,7
"351",40.70037867,-73.99548059,23,7
"352",40.72179134,-73.9504154,27,75
"353",40.70411791,-73.94818595,25,52
"354",40.71774592,-73.95600096,30,29
"355",40.7190095,-73.95852515,27,29
"356",40.7169811,-73.94485918,18,81
"357",40.68900443,-73.96023854,27,68
"358",40.71928,-73.94861,43,81
"359",40.71929301,-73.94500379,23,73
"360",40.69794,-73.96986848,23,5
"361",40.76440023,-73.96648977,39,89
"362",40.69539817,-73.94954908,23,95
"363",40.70538077,-73.94976519,19,52
"364",40.6809833854,-73.9500479759,24,80
"365",40.68683208,-73.9796772,35,57
"366",40.70510918,-73.94407279,23,52
"367",40.74161,-73.96044,20,85
"368",40.74718234,-73.9432635,34,84
"369",40.68402,-73.94977,19,68
"370",40.69425403,-73.94626915,19,95
"371",40.6906495,-73.95643107,19,23
"372",40.6933982,-73.939877,19,95
"373",40.69957608,-73.94708417,19,54
"374",40.70277159,-73.99383605,39,60
"375",40.74469738,-73.93540375,27,87
"376",40.76350532,-73.97109243,35,2
"377",40.73165141,-73.96161892,23,33
"378",40.74966,-73.9521,35,84
"379",40.70531194,-73.97100056,12,25
"380",40.69331716,-73.95381995,19,23
"381",40.71764,-73.94882,31,81
"382",40.70281858,-73.98765762,24,60
"383",40.70708701,-73.95796783,33,55
"384",40.6814598,-73.934903,19,39
"385",40.69527008,-73.95238108,20,23
"386",40.743,-73.93561,27,59
"387",40.6794268,-73.9298911,18,94
"388",40.69622937,-73.94371094,21,95
"389",40.67890679,-73.94142771,24,76
