3681,Grand St,600,1000
3198,Heights Elevator,100,1000
3195,Sip Ave,100,1000
3679,Bergen Ave,100,1000
3678,Fairmount Ave,100,1000
3202,Newport PATH,100,1000
3638,Washington St,100,1000
3276,Marin Light Rail,100,1000
3185,City Hall,100,1000
3268,Lafayette Park,100,1000
3203,Hamilton Park,100,1000
3281,Leonard Gordon Park,100,1000
3186,Grove St PATH,100,1000
3192,Liberty Light Rail,100,1000
3279,Dixon Mills,100,1000
3639,Harborside,100,1000
3211,Newark Ave,100,1000
3270,Jersey & 6th St,100,1000
3280,Astor Place,100,1000
3640,Journal Square,100,1000
3193,Lincoln Park,100,1000
3277,Communipaw & Berry Lane,100,1000
3275,Columbus Drive,100,1000
3267,Morris Canal,100,1000
3199,Newport Pkwy,100,1000
3269,Brunswick & 6th,100,1000
3194,McGinley Square,100,1000
3278,Monmouth and 6th,100,1000
3205,JC Medical Center,100,1000
3481,York St,100,1000
3225,Baldwin at Montgomery,100,1000
3187,Warren St,100,1000
3483,Montgomery St,100,1000
3213,Van Vorst Park,100,1000
3184,Paulus Hook,100,1000
3273,Manila & 1st,100,1000
3792,Columbus Dr at Exchange Pl,100,1000
3272,Jersey & 3rd,100,1000
3677,Glenwood Ave,100,1000
3209,Brunswick St,100,1000
3207,Oakland Ave,100,1000
3214,Essex Light Rail,100,1000
3206,Hilltop,100,1000
3210,Pershing Field,100,1000
3220,5 Corners Library,100,1000
3201,Dey St,100,1000
3212,Christ Hospital,100,1000
3791,Hoboken Ave at Monmouth St,100,1000
3694,Jackson Square,100,1000
3191,Union St,100,1000
3196,Riverview Park,100,1000
2008,Little West St & 1 Pl,100,1000
